  -7.9788544e+01  -7.9789894e+01  -7.9791245e+01  -7.9792595e+01  -7.9793945e+01  -7.9795296e+01  -7.9796646e+01  -7.9797997e+01  -7.9799347e+01  -7.9800697e+01  -7.9802048e+01  -7.9803398e+01  -7.9804749e+01  -7.9806099e+01  -7.9807449e+01  -7.9808800e+01  -7.9810150e+01  -7.9811501e+01  -7.9812851e+01  -7.9814201e+01  -7.9815552e+01  -7.9816902e+01  -7.9818253e+01  -7.9819603e+01  -7.9820953e+01
  -7.9727089e+01  -7.9728394e+01  -7.9729691e+01  -7.9730995e+01  -7.9732300e+01  -7.9733604e+01  -7.9734909e+01  -7.9736214e+01  -7.9737518e+01  -7.9738823e+01  -7.9740128e+01  -7.9741432e+01  -7.9742737e+01  -7.9744041e+01  -7.9745338e+01  -7.9746643e+01  -7.9747948e+01  -7.9749252e+01  -7.9750557e+01  -7.9751862e+01  -7.9753166e+01  -7.9754471e+01  -7.9755775e+01  -7.9757080e+01  -7.9758385e+01
  -7.9665627e+01  -7.9666885e+01  -7.9668144e+01  -7.9669395e+01  -7.9670654e+01  -7.9671913e+01  -7.9673172e+01  -7.9674431e+01  -7.9675690e+01  -7.9676941e+01  -7.9678200e+01  -7.9679459e+01  -7.9680717e+01  -7.9681976e+01  -7.9683235e+01  -7.9684486e+01  -7.9685745e+01  -7.9687004e+01  -7.9688263e+01  -7.9689522e+01  -7.9690781e+01  -7.9692032e+01  -7.9693291e+01  -7.9694550e+01  -7.9695808e+01
  -7.9604164e+01  -7.9605377e+01  -7.9606590e+01  -7.9607803e+01  -7.9609009e+01  -7.9610222e+01  -7.9611435e+01  -7.9612648e+01  -7.9613853e+01  -7.9615067e+01  -7.9616280e+01  -7.9617493e+01  -7.9618698e+01  -7.9619911e+01  -7.9621124e+01  -7.9622330e+01  -7.9623543e+01  -7.9624756e+01  -7.9625969e+01  -7.9627174e+01  -7.9628387e+01  -7.9629601e+01  -7.9630814e+01  -7.9632019e+01  -7.9633232e+01
  -7.9542709e+01  -7.9543869e+01  -7.9545036e+01  -7.9546204e+01  -7.9547363e+01  -7.9548531e+01  -7.9549698e+01  -7.9550858e+01  -7.9552025e+01  -7.9553192e+01  -7.9554352e+01  -7.9555519e+01  -7.9556686e+01  -7.9557846e+01  -7.9559013e+01  -7.9560181e+01  -7.9561340e+01  -7.9562508e+01  -7.9563667e+01  -7.9564835e+01  -7.9566002e+01  -7.9567162e+01  -7.9568329e+01  -7.9569496e+01  -7.9570656e+01
  -7.9481247e+01  -7.9482368e+01  -7.9483482e+01  -7.9484604e+01  -7.9485718e+01  -7.9486839e+01  -7.9487961e+01  -7.9489075e+01  -7.9490196e+01  -7.9491310e+01  -7.9492432e+01  -7.9493546e+01  -7.9494667e+01  -7.9495781e+01  -7.9496902e+01  -7.9498024e+01  -7.9499138e+01  -7.9500259e+01  -7.9501373e+01  -7.9502495e+01  -7.9503609e+01  -7.9504730e+01  -7.9505844e+01  -7.9506966e+01  -7.9508087e+01
  -7.9419792e+01  -7.9420860e+01  -7.9421936e+01  -7.9423004e+01  -7.9424080e+01  -7.9425148e+01  -7.9426216e+01  -7.9427292e+01  -7.9428360e+01  -7.9429436e+01  -7.9430504e+01  -7.9431580e+01  -7.9432648e+01  -7.9433723e+01  -7.9434792e+01  -7.9435867e+01  -7.9436935e+01  -7.9438011e+01  -7.9439079e+01  -7.9440147e+01  -7.9441223e+01  -7.9442291e+01  -7.9443367e+01  -7.9444435e+01  -7.9445511e+01
  -7.9358330e+01  -7.9359352e+01  -7.9360382e+01  -7.9361404e+01  -7.9362434e+01  -7.9363457e+01  -7.9364479e+01  -7.9365509e+01  -7.9366531e+01  -7.9367554e+01  -7.9368584e+01  -7.9369606e+01  -7.9370636e+01  -7.9371658e+01  -7.9372681e+01  -7.9373711e+01  -7.9374733e+01  -7.9375755e+01  -7.9376785e+01  -7.9377808e+01  -7.9378838e+01  -7.9379860e+01  -7.9380882e+01  -7.9381912e+01  -7.9382935e+01
  -7.9296867e+01  -7.9297852e+01  -7.9298828e+01  -7.9299805e+01  -7.9300789e+01  -7.9301765e+01  -7.9302742e+01  -7.9303719e+01  -7.9304703e+01  -7.9305679e+01  -7.9306656e+01  -7.9307640e+01  -7.9308617e+01  -7.9309593e+01  -7.9310570e+01  -7.9311554e+01  -7.9312531e+01  -7.9313507e+01  -7.9314491e+01  -7.9315468e+01  -7.9316444e+01  -7.9317421e+01  -7.9318405e+01  -7.9319382e+01  -7.9320358e+01
  -7.9235413e+01  -7.9236343e+01  -7.9237274e+01  -7.9238205e+01  -7.9239143e+01  -7.9240074e+01  -7.9241005e+01  -7.9241936e+01  -7.9242867e+01  -7.9243805e+01  -7.9244736e+01  -7.9245667e+01  -7.9246597e+01  -7.9247528e+01  -7.9248466e+01  -7.9249397e+01  -7.9250328e+01  -7.9251259e+01  -7.9252190e+01  -7.9253128e+01  -7.9254059e+01  -7.9254990e+01  -7.9255920e+01  -7.9256851e+01  -7.9257790e+01
  -7.9173950e+01  -7.9174835e+01  -7.9175720e+01  -7.9176613e+01  -7.9177498e+01  -7.9178383e+01  -7.9179268e+01  -7.9180153e+01  -7.9181038e+01  -7.9181923e+01  -7.9182808e+01  -7.9183693e+01  -7.9184586e+01  -7.9185471e+01  -7.9186356e+01  -7.9187241e+01  -7.9188126e+01  -7.9189011e+01  -7.9189896e+01  -7.9190781e+01  -7.9191666e+01  -7.9192551e+01  -7.9193443e+01  -7.9194328e+01  -7.9195213e+01
  -7.9112495e+01  -7.9113335e+01  -7.9114174e+01  -7.9115013e+01  -7.9115852e+01  -7.9116692e+01  -7.9117531e+01  -7.9118370e+01  -7.9119209e+01  -7.9120049e+01  -7.9120888e+01  -7.9121727e+01  -7.9122566e+01  -7.9123405e+01  -7.9124245e+01  -7.9125084e+01  -7.9125923e+01  -7.9126762e+01  -7.9127602e+01  -7.9128441e+01  -7.9129280e+01  -7.9130119e+01  -7.9130959e+01  -7.9131798e+01  -7.9132637e+01
  -7.9051033e+01  -7.9051826e+01  -7.9052620e+01  -7.9053413e+01  -7.9054207e+01  -7.9055000e+01  -7.9055794e+01  -7.9056587e+01  -7.9057373e+01  -7.9058167e+01  -7.9058960e+01  -7.9059753e+01  -7.9060547e+01  -7.9061340e+01  -7.9062134e+01  -7.9062927e+01  -7.9063721e+01  -7.9064514e+01  -7.9065308e+01  -7.9066101e+01  -7.9066895e+01  -7.9067688e+01  -7.9068474e+01  -7.9069267e+01  -7.9070061e+01
  -7.8989578e+01  -7.8990318e+01  -7.8991066e+01  -7.8991814e+01  -7.8992561e+01  -7.8993309e+01  -7.8994057e+01  -7.8994797e+01  -7.8995544e+01  -7.8996292e+01  -7.8997040e+01  -7.8997787e+01  -7.8998535e+01  -7.8999275e+01  -7.9000023e+01  -7.9000771e+01  -7.9001518e+01  -7.9002266e+01  -7.9003014e+01  -7.9003754e+01  -7.9004501e+01  -7.9005249e+01  -7.9005997e+01  -7.9006744e+01  -7.9007492e+01
  -7.8928116e+01  -7.8928818e+01  -7.8929512e+01  -7.8930214e+01  -7.8930916e+01  -7.8931618e+01  -7.8932312e+01  -7.8933014e+01  -7.8933716e+01  -7.8934418e+01  -7.8935112e+01  -7.8935814e+01  -7.8936516e+01  -7.8937218e+01  -7.8937912e+01  -7.8938614e+01  -7.8939316e+01  -7.8940018e+01  -7.8940712e+01  -7.8941414e+01  -7.8942116e+01  -7.8942818e+01  -7.8943512e+01  -7.8944214e+01  -7.8944916e+01
